Name,Age,Value €,Value $,Value £,Wage €,Wage $,Wage £,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Att. Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,FK Acc.,Penalties,Volleys,GK Positioning,GK Diving,GK Handling,GK Kicking,GK Reflexes
Brandon Austin,22,1100000.0,1300000.0,1000000.0,7600.0,8500.0,6800.0,17,14,21,12,12,27,51,4,6,32,45,12,19,18,36,20,30,38,29,38,59,13,41,9,9,12,11,11,6,60,70,63,55,65
Tony Figueroa,21,1400000.0,1600000.0,1300000.0,3000.0,3400.0,2700.0,62,71,15,30,32,29,56,64,20,55,54,60,67,53,66,64,29,87,70,83,55,41,68,58,53,50,41,63,56,9,6,10,10,12
Kyle McAllister,22,1300000.0,1500000.0,1200000.0,1500.0,1600.0,1300.0,64,66,21,25,26,58,56,58,24,62,56,55,59,55,86,61,60,74,83,78,49,42,72,58,68,66,65,60,51,13,15,8,7,6
Elias Huth,24,900000.0,1000000.0,800000.0,1500.0,1600.0,1300.0,66,63,15,16,19,53,59,62,17,51,50,44,54,37,76,78,75,68,79,70,84,58,67,65,60,49,44,57,59,8,6,9,13,10
Bozhidar Chorbadzhiyski,25,675000.0,750000.0,600000.0,1500.0,1600.0,1300.0,53,43,63,63,65,62,60,35,65,31,58,31,51,48,64,66,78,55,55,50,68,67,35,24,26,23,30,35,27,5,14,7,6,13
Nathan Holland,22,1300000.0,1500000.0,1200000.0,8000.0,9000.0,7200.0,64,66,31,19,21,43,59,62,26,59,62,55,57,51,85,54,41,78,79,76,55,30,56,55,56,51,55,41,47,10,6,13,7,8
Tristan Dekker,23,850000.0,975000.0,775000.0,1700.0,1900.0,1500.0,61,64,59,64,61,58,59,48,62,50,64,64,60,59,68,66,70,63,67,72,64,54,46,22,35,57,33,32,35,14,13,12,7,8
Alfie May,27,700000.0,775000.0,625000.0,3600.0,4000.0,3200.0,64,64,28,34,37,73,64,63,51,58,64,54,58,53,82,77,63,82,80,83,63,54,64,63,59,57,52,63,58,8,9,12,7,5
Josh Bowler,22,1300000.0,1500000.0,1200000.0,11000.0,12500.0,9900.0,65,71,32,40,38,42,59,58,24,54,53,61,62,53,70,64,46,82,64,69,45,34,62,59,59,56,35,61,52,13,14,13,8,7
Ian Harkes,26,725000.0,825000.0,650000.0,1900.0,2100.0,1700.0,66,64,60,57,60,69,62,58,59,64,63,48,67,66,69,72,69,63,60,65,69,56,71,61,60,62,58,62,64,6,7,11,13,9
Ryo Takano,26,725000.0,825000.0,650000.0,2700.0,3000.0,2400.0,61,62,51,59,66,64,54,58,55,40,49,69,62,62,75,63,62,75,70,73,62,45,67,29,29,58,34,32,30,12,13,10,6,5
Abdel Hakim Abdallah,23,1300000.0,1500000.0,1200000.0,1500.0,1600.0,1300.0,63,58,56,61,61,53,54,50,57,49,44,59,62,53,80,71,60,87,75,84,80,52,54,32,29,57,35,40,34,14,12,8,12,11
Hikmet Çiftçi,23,1200000.0,1400000.0,1100000.0,1500.0,1600.0,1300.0,64,65,50,51,54,55,63,60,54,63,50,51,69,68,72,71,57,76,63,73,65,43,58,49,52,60,46,44,48,14,14,15,5,15
Jacori Hayes,25,825000.0,950000.0,750000.0,1800.0,2000.0,1600.0,66,65,64,58,59,64,60,55,52,61,63,52,70,69,69,70,57,81,69,79,76,47,52,39,50,50,44,43,41,14,10,6,6,13
Kevin Lankford,22,950000.0,1100000.0,850000.0,3200.0,3600.0,2900.0,65,69,22,23,23,32,58,53,10,57,50,66,63,48,78,66,69,70,77,75,66,31,62,51,52,64,44,50,56,13,12,11,8,15
Jordy Delem,28,600000.0,700000.0,550000.0,1900.0,2100.0,1700.0,64,60,58,59,61,68,62,52,62,52,55,56,66,60,66,78,67,68,74,66,82,62,55,48,48,35,39,41,45,11,14,8,14,9
Dan Scarr,26,700000.0,775000.0,625000.0,3400.0,3900.0,3100.0,48,46,63,62,64,69,58,33,62,41,50,36,52,53,61,70,84,55,62,50,78,63,54,36,38,32,29,37,30,9,12,15,11,14
Andersson Ordóñez,27,675000.0,750000.0,600000.0,3600.0,4000.0,3200.0,45,43,63,65,66,68,62,28,61,30,58,22,53,45,66,56,76,67,66,67,77,64,44,35,24,26,20,30,31,8,6,9,11,5
Luca Zanimacchia,22,1400000.0,1600000.0,1300000.0,1900.0,2100.0,1700.0,68,71,29,30,31,39,56,59,18,57,53,58,60,54,70,49,50,51,74,60,50,47,70,68,68,62,70,62,51,14,10,12,10,7
Rami Kaib,23,775000.0,875000.0,700000.0,1900.0,2100.0,1700.0,63,62,57,61,55,71,56,55,58,58,47,67,64,65,77,74,52,71,82,76,54,36,47,41,58,65,52,38,31,14,11,11,8,7
Luis Caicedo,28,550000.0,625000.0,500000.0,3800.0,4300.0,3400.0,33,23,60,63,65,77,63,29,64,28,54,48,62,52,48,68,78,70,40,50,71,65,37,24,26,24,26,37,22,11,13,9,6,9
Markus Kaasa,23,1300000.0,1500000.0,1200000.0,1500.0,1600.0,1300.0,66,68,56,54,56,48,63,64,59,64,63,58,65,63,70,69,57,80,68,81,52,49,58,55,52,61,48,45,55,11,11,10,6,12
Moritz Heinrich,23,900000.0,1000000.0,800000.0,1700.0,1900.0,1500.0,66,64,30,26,29,33,59,61,22,59,53,60,62,51,76,70,59,73,75,78,58,49,60,56,43,46,58,50,48,14,7,14,12,6
Mikey Ambrose,27,625000.0,700000.0,550000.0,1900.0,2100.0,1700.0,58,54,55,62,67,67,61,38,58,49,55,52,63,37,68,65,64,68,70,63,76,66,68,26,41,29,38,54,29,13,14,13,13,11
Juan Cruz Mascia,27,700000.0,775000.0,625000.0,4300.0,4900.0,3900.0,61,65,41,22,28,49,58,59,20,48,57,38,55,39,63,58,74,55,52,54,69,66,74,67,64,53,55,64,53,14,8,11,6,13
Alfie Whiteman,22,1100000.0,1300000.0,1000000.0,7600.0,8500.0,6800.0,23,12,21,14,13,25,52,4,12,39,42,14,27,25,34,26,48,41,28,31,65,14,44,9,9,12,10,11,8,62,66,61,59,68
Silviu Balaure,25,750000.0,850000.0,675000.0,2300.0,2600.0,2100.0,69,66,45,37,39,57,60,56,49,58,51,62,63,60,76,69,61,75,73,72,46,41,54,60,51,47,49,48,45,5,10,13,13,15
Emmanuel Oti Essigba,24,850000.0,975000.0,775000.0,1500.0,1600.0,1300.0,63,63,33,33,35,46,65,57,31,55,49,57,55,50,90,59,63,88,91,88,82,49,63,52,51,64,51,47,66,9,12,5,12,12
Toby Sibbick,21,1200000.0,1400000.0,1100000.0,2200.0,2500.0,2000.0,61,56,63,64,66,53,60,53,63,35,52,55,60,54,73,67,69,56,76,60,70,63,38,24,24,25,23,34,27,9,13,6,12,12
Vegard Moberg,30,575000.0,650000.0,525000.0,1500.0,1600.0,1300.0,63,62,59,55,60,73,64,62,62,61,64,57,65,63,61,84,82,52,61,54,71,65,70,56,56,46,35,59,38,10,11,14,7,5
Robert Jendrusch,24,700000.0,775000.0,625000.0,1500.0,1600.0,1300.0,25,16,12,11,11,19,51,7,10,34,39,11,30,28,38,28,51,35,30,37,82,10,44,10,7,19,13,10,5,60,67,60,59,70
Raphael Doninho,21,650000.0,725000.0,575000.0,4700.0,5300.0,4200.0,64,67,25,40,36,61,72,60,54,68,70,67,64,54,71,68,38,90,66,78,71,69,68,54,54,58,60,68,49,11,13,10,16,10
Luke Southwood,23,1100000.0,1300000.0,1000000.0,2200.0,2500.0,2000.0,28,16,18,14,11,44,57,4,14,59,48,11,33,25,54,32,39,59,58,60,52,16,50,9,7,11,10,12,7,63,66,65,66,62
Alfie Jones,23,1200000.0,1400000.0,1100000.0,1700.0,1900.0,1500.0,60,54,64,63,65,65,62,33,63,56,57,35,63,59,63,67,75,62,67,48,67,61,48,33,35,36,34,44,35,10,8,10,12,15
Edvinas Girdvainis,28,550000.0,625000.0,500000.0,2000.0,2300.0,1800.0,43,34,61,62,63,61,63,24,63,35,61,35,63,58,58,65,81,58,60,58,72,62,38,19,23,35,26,39,24,10,5,7,12,12
Seifedin Chabbi,27,700000.0,775000.0,625000.0,2500.0,2800.0,2200.0,64,65,25,14,17,30,61,62,18,56,52,43,50,35,71,65,64,54,68,59,59,67,64,68,56,44,29,56,52,7,12,6,12,10
Giacomo Vrioni,22,1300000.0,1500000.0,1200000.0,11500.0,13000.0,10500.0,66,64,21,21,16,31,57,62,21,58,52,39,57,41,64,54,64,68,68,66,58,62,64,68,58,59,39,55,64,11,6,9,8,10
Lassana Faye,22,800000.0,900000.0,725000.0,2100.0,2400.0,1900.0,57,60,62,60,63,73,63,57,62,33,66,59,55,55,67,75,74,82,74,51,59,50,56,26,32,34,31,24,31,14,14,6,7,6
Connor Wood,24,875000.0,975000.0,775000.0,3700.0,4100.0,3300.0,58,61,59,59,60,60,58,58,58,58,56,63,56,52,79,79,62,75,78,73,62,48,60,44,55,40,41,46,30,15,9,15,7,14
Andreias Calcan,27,650000.0,725000.0,575000.0,2600.0,2900.0,2300.0,67,71,29,37,41,55,57,54,33,64,51,61,62,57,71,64,61,67,74,72,46,46,66,58,59,56,62,67,54,13,13,9,13,6
Nito Carbelho,29,600000.0,700000.0,550000.0,5900.0,6700.0,5300.0,62,66,24,43,32,55,71,63,37,65,60,43,63,57,70,57,69,64,71,71,66,58,71,58,63,49,45,62,55,11,7,11,7,9
Owen Dale,22,1300000.0,1500000.0,1200000.0,2300.0,2600.0,2100.0,62,64,33,20,25,36,57,59,19,59,58,60,58,49,83,68,59,73,84,75,65,52,57,59,55,48,47,51,42,6,11,11,9,14
Sören Reddemann,24,850000.0,975000.0,775000.0,1500.0,1600.0,1300.0,54,45,64,60,63,58,63,27,62,29,46,49,59,42,65,71,76,42,75,51,47,70,44,29,21,29,27,41,31,9,10,12,15,7
Felix Götze,23,1200000.0,1400000.0,1100000.0,4700.0,5300.0,4200.0,61,56,63,66,66,57,59,32,62,54,49,36,67,63,55,55,69,64,55,67,63,59,42,28,29,30,28,30,34,12,13,13,11,7
Yehvann Diouf,21,1200000.0,1400000.0,1100000.0,2700.0,3000.0,2400.0,15,12,12,16,11,26,54,6,15,46,44,13,35,30,45,44,52,38,44,35,62,14,45,8,8,12,13,11,7,66,64,64,60,65
Utku Yuvakuran,23,1100000.0,1300000.0,1000000.0,7700.0,8700.0,6900.0,16,7,22,13,12,24,61,7,9,33,38,11,33,34,36,17,68,27,35,48,46,12,45,8,7,12,13,13,5,61,65,61,60,65
Moses Opondo,23,1200000.0,1400000.0,1100000.0,2900.0,3300.0,2600.0,68,64,57,54,57,49,64,61,58,59,59,48,67,62,69,88,68,81,77,78,71,41,61,58,55,52,35,58,51,12,14,10,6,10
Silvan Sidler,22,1300000.0,1500000.0,1200000.0,2400.0,2800.0,2200.0,54,62,61,61,62,53,58,60,60,58,61,65,64,63,69,73,62,62,65,64,66,56,61,57,63,50,48,49,52,9,6,8,6,10
Indy Groothuizen,24,700000.0,775000.0,625000.0,1800.0,2000.0,1600.0,22,14,13,13,11,17,61,9,18,43,51,16,30,26,28,25,65,28,20,23,57,20,50,11,8,12,15,14,14,60,62,63,66,65
Marcel Holzmann,30,525000.0,600000.0,475000.0,2300.0,2600.0,2100.0,58,58,54,63,63,65,58,61,61,56,57,68,59,52,74,68,61,68,73,69,67,47,58,52,35,64,62,36,58,8,14,5,6,14
Maximilian Jansen,27,625000.0,700000.0,550000.0,1500.0,1600.0,1300.0,60,60,65,62,63,65,60,55,61,55,56,54,65,63,66,71,64,70,64,73,71,58,53,40,39,48,38,47,35,8,15,5,10,7
Frederik Gytkjær,28,625000.0,700000.0,550000.0,3100.0,3500.0,2800.0,65,65,32,35,33,48,66,67,32,56,63,54,63,56,69,62,62,67,67,72,50,55,62,65,58,53,55,61,48,11,11,13,11,10
Kasper Enghardt,28,500000.0,575000.0,450000.0,2800.0,3100.0,2500.0,64,58,63,58,63,65,64,46,62,49,64,47,65,59,55,65,76,62,54,52,70,62,55,34,37,40,35,40,34,14,9,7,8,13
Kwadwo Duah,24,1200000.0,1400000.0,1100000.0,3500.0,3900.0,3100.0,59,62,41,24,26,59,53,65,18,61,58,51,56,59,76,80,76,59,86,68,70,51,71,65,59,57,43,52,55,13,11,9,11,11
Daniel Florea,33,475000.0,525000.0,425000.0,2600.0,2900.0,2300.0,64,62,16,35,32,54,63,62,32,57,53,52,61,55,73,72,52,88,72,80,64,63,67,65,64,61,63,72,59,13,6,7,10,11
Joshua Bitter,24,875000.0,975000.0,775000.0,1500.0,1600.0,1300.0,56,48,66,61,67,57,61,40,63,38,46,61,63,54,66,60,82,62,63,57,65,62,50,22,33,35,35,42,36,6,7,7,15,10
Cho Young Wook,22,1300000.0,1500000.0,1200000.0,2100.0,2400.0,1900.0,64,63,34,12,19,55,65,64,29,62,57,51,56,56,74,68,62,80,82,74,60,54,57,58,59,70,56,64,61,10,13,10,12,10
Lasse Fosgaard,34,300000.0,350000.0,275000.0,2600.0,2900.0,2300.0,65,64,57,54,57,56,64,58,54,56,60,64,59,52,77,73,63,70,78,68,65,52,55,52,48,57,45,50,48,14,6,8,13,13
George Hirst,22,1300000.0,1500000.0,1200000.0,12500.0,14000.0,11000.0,60,55,38,25,19,56,60,66,19,43,63,29,54,31,60,55,71,64,68,49,70,67,67,68,51,30,31,64,54,10,13,13,13,9
Nelson Freitosa,25,500000.0,575000.0,450000.0,2000.0,2300.0,1800.0,16,12,9,11,8,20,65,9,11,37,61,14,19,16,48,39,65,61,49,50,75,11,50,6,7,9,11,19,8,72,59,47,66,74
Nathan Baxter,22,1100000.0,1300000.0,1000000.0,1500.0,1600.0,1300.0,31,14,12,12,13,25,46,7,12,37,42,14,30,31,36,31,52,31,40,28,58,13,47,11,12,12,14,11,10,65,66,64,63,67
Jeppe Okkels,21,1400000.0,1600000.0,1300000.0,1500.0,1600.0,1300.0,63,64,23,25,25,55,58,61,26,62,60,52,59,53,83,65,63,74,81,80,52,40,60,58,61,46,40,35,53,12,7,12,13,6
Thijmen Nijhuis,22,775000.0,875000.0,700000.0,1800.0,2000.0,1600.0,14,11,10,14,14,20,65,7,12,37,25,12,27,23,17,25,57,29,18,34,34,12,44,6,8,14,12,18,9,62,66,58,59,65
Felix Müller,28,625000.0,700000.0,550000.0,1900.0,2100.0,1700.0,62,66,59,64,64,65,63,57,61,62,61,56,61,50,81,81,58,81,74,80,74,41,58,52,55,66,60,46,43,12,6,13,9,14
Beryly Lubala,23,1200000.0,1400000.0,1100000.0,2400.0,2800.0,2200.0,63,64,37,35,32,40,57,60,32,59,63,59,59,55,84,66,67,73,81,71,59,38,66,60,63,58,61,54,53,5,12,15,7,9
Sven Müller,25,750000.0,850000.0,675000.0,1500.0,1600.0,1300.0,13,12,11,10,13,26,49,7,9,41,35,13,24,20,16,20,66,27,27,25,38,12,41,8,8,10,10,11,8,64,65,66,54,68
Anthony Ralston,22,875000.0,975000.0,775000.0,7100.0,8000.0,6400.0,64,62,62,63,64,68,56,53,59,55,58,61,62,56,69,63,68,69,70,55,76,54,55,39,43,59,41,45,34,7,11,14,5,11
Tomás Sandoval,22,1300000.0,1500000.0,1200000.0,2700.0,3000.0,2400.0,66,64,22,24,32,56,58,69,18,44,58,34,56,42,65,64,74,58,66,64,70,65,66,66,48,45,33,60,46,8,9,7,5,6
Omar Bogle,27,700000.0,775000.0,625000.0,3300.0,3800.0,3000.0,63,63,23,23,27,47,59,66,32,53,57,39,60,38,66,57,80,54,62,63,64,63,66,65,61,54,48,60,58,14,8,14,10,8
John Salas,24,875000.0,975000.0,775000.0,3100.0,3500.0,2800.0,64,56,56,60,62,55,54,52,58,37,50,68,63,62,88,55,46,71,83,79,70,44,52,21,34,45,61,45,30,12,6,8,12,7
Benjamin Hvidt,21,1100000.0,1300000.0,1000000.0,2200.0,2500.0,2000.0,66,63,61,60,64,64,59,60,62,61,60,49,62,60,54,68,70,49,49,57,58,58,56,55,54,46,47,44,41,9,7,11,10,12
Sami Al Najai,24,1200000.0,1400000.0,1100000.0,7100.0,8000.0,6400.0,67,65,52,56,62,52,62,68,55,62,67,58,67,61,71,72,64,62,67,72,64,57,60,65,57,52,45,50,54,9,8,7,8,6
John Kitolano,21,1200000.0,1400000.0,1100000.0,1500.0,1600.0,1300.0,62,63,55,61,62,56,55,53,56,48,56,64,56,51,84,72,56,80,84,80,90,39,43,38,30,61,22,24,28,6,12,12,7,14
Robin Ziegele,24,1200000.0,1400000.0,1100000.0,3100.0,3500.0,2800.0,49,40,62,65,64,71,56,25,65,32,48,26,48,45,54,66,81,65,66,64,75,60,36,24,29,30,34,39,27,14,8,9,5,7
José Luis Rodríguez,22,1400000.0,1600000.0,1300000.0,4600.0,5100.0,4100.0,69,74,21,32,36,42,47,51,22,46,54,61,56,58,79,61,70,72,80,79,68,31,70,69,68,71,56,49,58,6,11,7,13,9
Luis Donaldo Hernández,23,850000.0,975000.0,775000.0,2600.0,2900.0,2300.0,56,58,68,62,65,65,55,47,65,53,49,52,64,65,52,68,65,62,66,60,72,68,55,33,37,62,40,52,45,6,14,12,6,15
Dany Mota,22,1300000.0,1500000.0,1200000.0,3800.0,4300.0,3400.0,68,70,26,29,24,36,64,66,17,66,62,50,67,39,67,65,65,69,67,63,46,67,56,65,44,42,39,57,44,6,13,10,14,7
Lee Sang Heon,23,1300000.0,1500000.0,1200000.0,1600.0,1800.0,1400.0,66,67,48,35,42,63,63,64,46,63,62,49,62,58,71,65,55,72,72,74,71,55,58,65,52,45,31,53,49,15,12,12,9,13
Lautaro Geminiani,30,525000.0,600000.0,475000.0,3400.0,3900.0,3100.0,61,64,55,61,60,72,59,55,61,39,51,65,56,50,73,66,57,64,73,70,58,54,38,26,30,37,22,27,28,14,14,8,12,13
Eijiro Takeda,32,425000.0,475000.0,375000.0,1500.0,1600.0,1300.0,62,60,64,63,62,68,55,63,63,59,61,69,62,61,69,61,63,70,65,69,65,45,58,38,56,47,46,42,32,11,8,5,11,6
Tatsuya Morita,30,400000.0,450000.0,350000.0,1500.0,1600.0,1300.0,19,14,16,10,14,19,63,7,8,59,21,11,25,27,27,18,31,26,29,27,34,13,46,7,9,12,14,16,5,65,63,61,61,63
Park Dong Jin,26,775000.0,875000.0,700000.0,2900.0,3300.0,2600.0,62,52,63,61,62,80,66,65,65,37,62,48,57,52,73,82,77,68,73,66,66,75,65,61,48,47,28,37,51,8,8,11,11,14
Ignacio Chicco,24,700000.0,775000.0,625000.0,2000.0,2300.0,1800.0,15,12,20,10,13,18,52,6,10,40,39,8,24,18,30,24,68,41,33,43,66,14,44,7,11,13,14,21,6,63,67,65,59,63
Liam Gordon,25,800000.0,900000.0,725000.0,1500.0,1600.0,1300.0,51,32,66,70,68,66,59,31,60,31,55,31,50,40,47,54,71,61,51,51,78,62,35,26,26,30,25,41,26,11,9,11,7,10
Nicolas Kocik,22,775000.0,875000.0,700000.0,1500.0,1600.0,1300.0,14,8,15,14,10,18,59,8,7,44,29,13,21,17,38,35,73,48,39,42,67,11,47,5,9,10,13,14,5,65,62,62,63,64
Luke Bolton,21,1300000.0,1500000.0,1200000.0,1500.0,1600.0,1300.0,63,64,59,53,64,65,56,58,59,55,52,65,63,52,82,60,61,72,78,75,61,52,56,50,46,61,39,56,32,11,12,6,9,6
Ahn Tae Hyun,28,575000.0,650000.0,525000.0,1500.0,1600.0,1300.0,62,66,55,57,58,55,61,63,57,53,63,57,55,45,76,88,59,74,74,66,51,49,56,58,55,36,37,52,54,6,10,14,11,7
Shane McLoughlin,24,1100000.0,1300000.0,1000000.0,1700.0,1900.0,1500.0,63,64,57,57,56,55,54,61,57,61,59,62,63,61,74,76,57,74,77,74,59,45,60,56,56,55,47,45,51,14,14,14,6,5
Agyemang Diawusie,23,1200000.0,1400000.0,1100000.0,2000.0,2300.0,1800.0,62,68,34,13,18,58,65,61,23,48,53,54,62,28,91,67,63,73,90,77,77,56,59,59,56,39,30,49,53,7,11,10,8,7
Jung Won Jin,26,775000.0,875000.0,700000.0,2700.0,3000.0,2400.0,63,65,61,51,53,61,67,66,68,66,52,68,66,61,72,73,65,71,71,62,62,45,61,67,52,55,63,42,41,5,7,6,6,12
Seigo Kobayashi,27,650000.0,725000.0,575000.0,1500.0,1600.0,1300.0,63,67,51,45,37,59,55,62,53,57,54,61,62,51,74,66,63,69,78,62,70,43,67,63,63,52,35,40,36,7,14,9,14,8
Jang Ho Ik,27,600000.0,700000.0,550000.0,1500.0,1600.0,1300.0,62,60,65,65,65,75,64,61,63,55,60,59,63,58,77,79,72,76,80,81,61,44,51,52,45,38,39,41,33,10,5,12,9,12
Hidekazu Otani,36,160000.0,180000.0,140000.0,1800.0,2000.0,1600.0,61,41,68,55,60,61,60,46,72,60,56,46,67,65,36,53,61,72,34,34,43,58,51,27,36,31,33,43,28,6,11,6,5,14
Park Han Bin,23,1300000.0,1500000.0,1200000.0,1800.0,2000.0,1600.0,59,57,59,54,58,62,67,64,63,69,55,55,68,65,52,74,74,59,32,65,51,49,62,34,61,37,33,43,30,14,14,10,13,13
Takahiro Yanagi,23,850000.0,975000.0,775000.0,1500.0,1600.0,1300.0,53,55,56,61,63,59,55,51,58,51,55,59,56,55,79,75,82,48,82,54,64,55,45,32,36,27,29,33,23,14,9,14,6,14
Kazunari Ono,31,475000.0,525000.0,425000.0,1500.0,1600.0,1300.0,49,36,66,64,66,61,62,47,61,32,47,22,59,36,48,68,73,62,51,70,75,62,33,18,21,25,20,36,25,7,6,13,12,7
Takuto Hayashi,38,15000.0,20000.0,15000.0,1500.0,1600.0,1300.0,15,8,12,13,12,24,58,4,10,44,26,12,19,16,25,22,60,39,31,38,54,11,45,5,6,14,13,17,6,67,60,67,60,61
Juan Bautista Cascini,23,850000.0,975000.0,775000.0,1800.0,2000.0,1600.0,61,58,57,58,60,79,67,56,64,61,63,58,62,61,59,75,69,74,66,75,56,62,66,53,57,39,41,44,58,14,6,5,15,10
Eduardo,27,625000.0,700000.0,550000.0,1500.0,1600.0,1300.0,54,50,60,61,64,60,61,28,62,33,60,40,55,48,40,81,90,46,73,34,50,64,64,19,36,32,25,34,30,13,9,6,15,14
Kazuki Oiwa,31,475000.0,525000.0,425000.0,1500.0,1600.0,1300.0,56,45,66,63,66,58,65,45,62,39,47,68,53,48,59,77,79,54,62,57,75,55,21,21,22,28,32,31,20,12,5,13,8,6
Daniel Cleary,25,750000.0,850000.0,675000.0,1500.0,1600.0,1300.0,50,48,62,64,66,70,58,25,63,27,52,34,59,47,55,65,71,53,62,48,65,62,50,33,30,34,31,50,32,11,5,8,9,6
Joaquín Pereyra,22,1200000.0,1400000.0,1100000.0,2600.0,2900.0,2300.0,66,63,61,52,62,65,64,59,52,62,55,55,69,63,63,72,65,68,63,68,66,45,64,47,65,56,51,52,48,10,8,12,10,7
Shunki Takahashi,30,500000.0,575000.0,450000.0,2500.0,2800.0,2200.0,59,43,51,60,63,73,61,42,61,52,56,68,56,51,62,85,65,72,60,70,73,47,54,26,32,50,34,45,37,5,9,10,7,15
David Browne,25,800000.0,900000.0,725000.0,3800.0,4300.0,3400.0,66,74,37,14,17,40,58,56,15,57,60,56,55,50,85,63,48,71,82,75,55,45,58,55,55,55,53,63,40,8,12,9,12,14
Kaoru Takayama,32,475000.0,525000.0,425000.0,1500.0,1600.0,1300.0,63,67,44,24,22,57,61,64,23,59,61,56,61,56,64,80,57,74,77,65,68,55,62,58,59,62,60,65,67,12,6,9,14,13
Lee Min Gi,27,625000.0,700000.0,550000.0,1500.0,1600.0,1300.0,62,58,53,60,61,49,59,40,59,46,65,54,60,56,73,80,62,59,75,72,60,43,34,26,28,42,42,38,23,12,10,15,12,10
Keiya Shiihashi,23,850000.0,975000.0,775000.0,2200.0,2500.0,2000.0,62,52,60,58,64,59,60,53,63,57,47,49,65,62,72,80,67,67,52,68,70,56,39,29,27,32,38,37,37,7,9,12,10,7
Shota Kobayashi,29,575000.0,650000.0,525000.0,1500.0,1600.0,1300.0,63,58,46,54,55,50,61,56,39,68,57,69,63,62,64,84,67,71,66,69,75,49,58,43,43,60,50,45,41,6,13,10,6,11
Hakeem Odoffin,23,1100000.0,1300000.0,1000000.0,1500.0,1600.0,1300.0,62,58,63,63,64,66,61,56,63,57,60,54,62,58,74,73,76,41,76,64,56,58,53,37,44,41,36,45,34,8,13,12,5,11
Thomas Glover,23,1100000.0,1300000.0,1000000.0,1900.0,2100.0,1700.0,15,10,21,10,12,22,56,7,7,40,49,11,29,31,16,17,42,36,31,26,63,10,47,7,6,13,10,14,9,65,65,60,63,67
Josh Pask,23,1200000.0,1400000.0,1100000.0,7400.0,8400.0,6700.0,56,51,64,62,63,67,54,47,62,48,58,53,59,53,76,58,73,55,79,59,64,62,51,21,26,19,26,21,20,7,10,8,14,14
Lee Grace,28,600000.0,700000.0,550000.0,1500.0,1600.0,1300.0,55,52,64,64,64,62,63,20,62,32,64,22,59,54,49,67,79,41,55,46,80,60,35,25,22,29,25,31,20,7,13,14,6,6
Clayton Lewis,24,875000.0,975000.0,775000.0,1500.0,1600.0,1300.0,66,65,53,51,55,60,62,56,56,66,64,64,67,66,76,65,58,84,67,76,57,46,63,55,61,67,64,58,53,6,15,12,11,13
Tomoya Ugajin,33,400000.0,450000.0,350000.0,2800.0,3100.0,2500.0,67,65,59,57,60,58,60,64,66,61,63,65,66,65,71,65,63,72,53,69,70,55,66,53,65,64,59,65,50,12,9,8,6,9
Jorge Enrique Flores,27,625000.0,700000.0,550000.0,3600.0,4000.0,3200.0,66,50,59,57,59,47,55,53,62,43,57,68,61,49,74,69,58,77,67,71,74,51,32,43,30,52,32,34,30,13,14,6,12,10
Iuliano Alfaro,33,475000.0,525000.0,425000.0,3600.0,4000.0,3200.0,69,66,14,33,31,51,69,62,21,63,60,57,49,43,62,69,62,73,51,64,70,57,55,74,71,50,60,57,63,18,17,12,16,18
Florin Bejan,30,500000.0,575000.0,450000.0,2300.0,2600.0,2100.0,53,37,61,62,62,70,54,29,61,27,49,27,59,36,45,63,81,33,42,49,82,65,40,33,23,29,30,42,23,6,8,11,11,13
Trevor Clarke,23,1300000.0,1500000.0,1200000.0,7400.0,8400.0,6700.0,64,66,57,59,62,65,51,56,54,56,58,61,61,59,86,66,63,80,82,81,81,44,60,49,55,55,48,46,35,7,8,11,10,8
Brandon Hanlan,23,900000.0,1000000.0,800000.0,2600.0,2900.0,2300.0,62,62,40,35,30,38,59,61,22,47,51,48,50,43,84,81,82,77,87,74,72,56,70,61,59,60,40,62,58,6,6,8,9,8
Vasquão Junior,33,375000.0,400000.0,325000.0,4700.0,5300.0,4200.0,34,32,78,52,74,63,63,27,51,32,56,27,34,49,37,35,87,45,36,40,34,73,55,21,35,49,32,48,30,17,19,13,17,17
Andorinha,25,750000.0,850000.0,675000.0,3400.0,3900.0,3100.0,17,12,14,14,13,19,63,10,13,24,36,13,19,26,18,23,58,48,33,31,57,10,41,10,13,13,14,16,12,63,65,62,55,64
Juan Galeano,31,475000.0,525000.0,425000.0,2900.0,3300.0,2600.0,68,59,66,64,64,68,66,63,65,59,62,54,70,67,53,65,65,63,49,54,62,56,54,52,41,48,47,54,41,7,15,5,9,12
Flávio Triginho,25,675000.0,750000.0,600000.0,4900.0,5500.0,4400.0,72,74,10,33,36,52,67,72,35,42,53,42,44,32,73,67,48,82,74,78,69,56,52,67,63,44,42,55,71,14,11,8,18,7
José Hernández,23,1100000.0,1300000.0,1000000.0,2000.0,2300.0,1800.0,15,10,25,11,12,21,46,16,17,50,43,14,17,24,23,39,56,47,29,26,69,10,47,9,5,11,11,15,7,65,64,67,62,64
